room_cnt,day_of_week,day_of_year,weather,scaled_room_id,isEvent,eventName
30,5,263,1.0,0.337,0,
26,5,263,1.0,1.0,0,
4,5,263,1.0,0.241,0,
1,5,263,1.0,0.011,0,
12,6,264,1.0,0.982,0,
18,6,264,1.0,0.337,0,
17,6,264,1.0,1.0,0,
3,6,264,1.0,0.241,0,
1,6,264,1.0,0.011,0,
2,6,264,1.0,0.002,0,
27,7,265,0.0,0.982,0,
27,7,265,0.0,1.0,0,
4,7,265,0.0,0.241,0,
2,7,265,0.0,0.002,0,
15,1,266,1.0,0.982,0,
7,1,266,1.0,0.337,0,
18,1,266,1.0,1.0,0,
3,1,266,1.0,0.241,0,
24,2,267,0.0,0.982,0,
11,2,267,0.0,0.337,0,
1,2,267,0.0,0.038,0,
79,2,267,0.0,1.0,0,
2,2,267,0.0,0.011,0,
36,3,268,0.0,0.982,0,
19,3,268,0.0,0.337,0,
2,3,268,0.0,0.038,0,
10,3,268,0.0,1.0,0,
3,3,268,0.0,0.241,0,
1,3,268,0.0,0.011,0,
29,4,269,0.0,0.982,1,Croatian American Corners Conference\
20,4,269,0.0,0.337,1,Croatian American Corners Conference\
3,4,269,0.0,0.038,1,Croatian American Corners Conference\
62,4,269,0.0,1.0,1,Croatian American Corners Conference\
2,4,269,0.0,0.241,1,Croatian American Corners Conference\
2,4,269,0.0,0.011,1,Croatian American Corners Conference\
15,5,270,0.0,0.982,1,Croatian American Corners Conference\
30,5,270,0.0,0.337,1,Croatian American Corners Conference\
1,5,270,0.0,0.038,1,Croatian American Corners Conference\
67,5,270,0.0,1.0,1,Croatian American Corners Conference\
1,5,270,0.0,0.241,1,Croatian American Corners Conference\
2,5,270,0.0,0.011,1,Croatian American Corners Conference\
12,6,271,0.0,0.982,0,
15,6,271,0.0,0.337,0,
1,6,271,0.0,0.038,0,
54,6,271,0.0,1.0,0,
13,6,271,0.0,0.241,0,
11,7,272,1.0,0.982,0,
8,7,272,1.0,0.337,0,
36,7,272,1.0,1.0,0,
3,7,272,1.0,0.241,0,
12,1,273,1.0,0.982,0,
2,1,273,1.0,0.337,0,
16,1,273,1.0,1.0,0,
2,1,273,1.0,0.241,0,
23,2,274,1.0,0.982,0,
5,2,274,1.0,0.337,0,
66,2,274,1.0,1.0,0,
2,2,274,1.0,0.241,0,
37,3,275,0.0,0.982,0,
8,3,275,0.0,0.337,0,
1,3,275,0.0,0.038,0,
56,3,275,0.0,1.0,0,
5,3,275,0.0,0.241,0,
39,4,276,0.0,0.982,1,Festivak kRik\
13,4,276,0.0,0.337,1,Festivak kRik\
1,4,276,0.0,0.038,1,Festivak kRik\
18,4,276,0.0,1.0,1,Festivak kRik\
5,4,276,0.0,0.241,1,Festivak kRik\
1,4,276,0.0,0.011,1,Festivak kRik\
1,5,277,0.0,0.001,1,Festivak kRik\
44,5,277,0.0,0.982,1,Festivak kRik\
9,5,277,0.0,0.337,1,Festivak kRik\
42,5,277,0.0,1.0,1,Festivak kRik\
1,5,277,0.0,0.241,1,Festivak kRik\
13,6,278,0.0,0.982,1,Festivak kRik\
10,6,278,0.0,0.337,1,Festivak kRik\
2,6,278,0.0,0.038,1,Festivak kRik\
36,6,278,0.0,1.0,1,Festivak kRik\
3,6,278,0.0,0.241,1,Festivak kRik\
11,7,279,1.0,0.982,1,Festivak kRik\
10,7,279,1.0,0.337,1,Festivak kRik\
1,7,279,1.0,0.038,1,Festivak kRik\
18,7,279,1.0,1.0,1,Festivak kRik\
5,7,279,1.0,0.241,1,Festivak kRik\
16,1,280,1.0,0.982,1,Festivak kRik\
1,1,280,1.0,0.337,1,Festivak kRik\
1,1,280,1.0,0.038,1,Festivak kRik\
27,1,280,1.0,1.0,1,Festivak kRik\
1,1,280,1.0,0.241,1,Festivak kRik\
23,2,281,1.0,0.982,1,Festivak kRik\
2,2,281,1.0,0.337,1,Festivak kRik\
3,2,281,1.0,0.038,1,Festivak kRik\
51,2,281,1.0,1.0,1,Festivak kRik\
8,2,281,1.0,0.241,1,Festivak kRik\
15,3,282,0.0,0.982,1,Festivak kRik\
12,3,282,0.0,0.337,1,Festivak kRik\
10,3,282,0.0,1.0,1,Festivak kRik\
3,3,282,0.0,0.241,1,Festivak kRik\
12,4,283,1.0,0.982,1,Festivak kRik\
20,4,283,1.0,0.337,1,Festivak kRik\
1,4,283,1.0,0.038,1,Festivak kRik\
10,4,283,1.0,1.0,1,Festivak kRik\
3,4,283,1.0,0.241,1,Festivak kRik\
28,5,284,1.0,0.982,1,Festivak kRik\
12,5,284,1.0,0.337,1,Festivak kRik\
1,5,284,1.0,0.038,1,Festivak kRik\
7,5,284,1.0,1.0,1,Festivak kRik\
4,5,284,1.0,0.241,1,Festivak kRik\
16,6,285,1.0,0.982,1,Festivak kRik\
5,6,285,1.0,0.337,1,Festivak kRik\
53,6,285,1.0,1.0,1,Festivak kRik\
3,6,285,1.0,0.241,1,Festivak kRik\
13,7,286,1.0,0.982,0,
1,7,286,1.0,0.337,0,
65,7,286,1.0,1.0,0,
4,7,286,1.0,0.241,0,
1,1,287,1.0,0.001,0,
16,1,287,1.0,0.982,0,
3,1,287,1.0,0.337,0,
76,1,287,1.0,1.0,0,
3,1,287,1.0,0.241,0,
43,2,288,1.0,0.982,0,
6,2,288,1.0,0.337,0,
2,2,288,1.0,0.038,0,
6,2,288,1.0,1.0,0,
2,2,288,1.0,0.241,0,
43,3,289,1.0,0.982,0,
10,3,289,1.0,0.337,0,
1,3,289,1.0,0.038,0,
8,3,289,1.0,1.0,0,
5,3,289,1.0,0.241,0,
1,4,290,0.0,0.001,0,
59,4,290,0.0,0.982,0,
8,4,290,0.0,0.337,0,
2,4,290,0.0,0.038,0,
13,4,290,0.0,1.0,0,
4,4,290,0.0,0.241,0,
43,5,291,0.0,0.982,0,
9,5,291,0.0,0.337,0,
2,5,291,0.0,0.038,0,
24,5,291,0.0,1.0,0,
2,5,291,0.0,0.241,0,
25,6,292,0.0,0.982,0,
3,6,292,0.0,0.337,0,
4,6,292,0.0,0.038,0,
76,6,292,0.0,1.0,0,
7,6,292,0.0,0.241,0,
1,6,292,0.0,0.011,0,
25,7,293,1.0,0.982,0,
4,7,293,1.0,0.337,0,
4,7,293,1.0,0.038,0,
58,7,293,1.0,1.0,0,
10,7,293,1.0,0.241,0,
13,1,294,1.0,0.982,0,
14,1,294,1.0,0.337,0,
12,1,294,1.0,1.0,0,
51,2,295,0.0,0.982,0,
21,2,295,0.0,0.337,0,
3,2,295,0.0,0.038,0,
1,2,295,0.0,1.0,0,
7,2,295,0.0,0.241,0,
56,3,296,0.0,0.982,0,
7,3,296,0.0,0.337,0,
3,3,296,0.0,0.038,0,
24,3,296,0.0,1.0,0,
3,3,296,0.0,0.241,0,
56,4,297,1.0,0.982,0,
6,4,297,1.0,0.337,0,
2,4,297,1.0,0.038,0,
14,4,297,1.0,1.0,0,
3,4,297,1.0,0.241,0,
37,5,298,1.0,0.982,0,
6,5,298,1.0,0.337,0,
40,5,298,1.0,1.0,0,
5,5,298,1.0,0.241,0,
25,6,299,1.0,0.982,0,
5,6,299,1.0,0.337,0,
2,6,299,1.0,0.038,0,
10,6,299,1.0,1.0,0,
4,6,299,1.0,0.241,0,
27,7,300,1.0,0.982,0,
3,7,300,1.0,0.337,0,
5,7,300,1.0,0.038,0,
20,7,300,1.0,1.0,0,
6,7,300,1.0,0.241,0,
44,1,301,1.0,0.982,0,
9,1,301,1.0,0.337,0,
1,1,301,1.0,0.038,0,
17,1,301,1.0,1.0,0,
2,1,301,1.0,0.241,0,
39,2,302,0.0,0.982,0,
14,2,302,0.0,0.337,0,
3,2,302,0.0,0.038,0,
7,2,302,0.0,1.0,0,
3,2,302,0.0,0.241,0,
54,3,303,0.0,0.982,0,
18,3,303,0.0,0.337,0,
2,3,303,0.0,0.038,0,
6,3,303,0.0,1.0,0,
1,3,303,0.0,0.241,0,
2,3,303,0.0,0.011,0,
45,4,304,0.0,0.982,0,
25,4,304,0.0,0.337,0,
2,4,304,0.0,0.038,0,
4,4,304,0.0,1.0,0,
1,4,304,0.0,0.011,0,
31,5,305,0.0,0.982,0,
8,5,305,0.0,0.337,0,
2,5,305,0.0,0.038,0,
1,5,305,0.0,1.0,0,
1,5,305,0.0,0.241,0,
20,6,306,0.0,0.982,1,Svi Sveti\
2,6,306,0.0,0.337,1,Svi Sveti\
4,6,306,0.0,1.0,1,Svi Sveti\
1,6,306,0.0,0.241,1,Svi Sveti\
10,7,307,0.0,0.982,1,Svi Sveti\
1,7,307,0.0,0.337,1,Svi Sveti\
1,7,307,0.0,0.038,1,Svi Sveti\
11,7,307,0.0,1.0,1,Svi Sveti\
1,7,307,0.0,0.241,1,Svi Sveti\
18,1,308,1.0,0.982,0,
2,1,308,1.0,0.337,0,
11,1,308,1.0,1.0,0,
1,1,308,1.0,0.241,0,
43,2,309,0.0,0.982,0,
6,2,309,0.0,0.337,0,
2,2,309,0.0,0.038,0,
1,2,309,0.0,1.0,0,
3,2,309,0.0,0.241,0,
50,3,310,0.0,0.982,0,
9,3,310,0.0,0.337,0,
2,3,310,0.0,0.038,0,
2,3,310,0.0,1.0,0,
7,3,310,0.0,0.241,0,
38,4,311,0.0,0.982,0,
6,4,311,0.0,0.337,0,
2,4,311,0.0,0.038,0,
3,4,311,0.0,1.0,0,
1,4,311,0.0,0.241,0,
67,5,312,0.0,0.982,0,
6,5,312,0.0,0.337,0,
1,5,312,0.0,0.038,0,
8,5,312,0.0,1.0,0,
5,5,312,0.0,0.241,0,
1,5,312,0.0,0.011,0,
50,6,313,0.0,0.982,0,
2,6,313,0.0,0.337,0,
31,6,313,0.0,1.0,0,
32,6,313,0.0,0.241,0,
1,6,313,0.0,0.011,0,
16,7,314,0.0,0.982,0,
4,7,314,0.0,0.337,0,
13,7,314,0.0,1.0,0,
15,7,314,0.0,0.241,0,
1,7,314,0.0,0.011,0,
17,1,315,1.0,0.982,0,
3,1,315,1.0,0.337,0,
14,1,315,1.0,1.0,0,
3,1,315,1.0,0.241,0,
22,2,316,1.0,0.982,0,
6,2,316,1.0,0.337,0,
9,2,316,1.0,1.0,0,
4,2,316,1.0,0.241,0,
31,3,317,0.0,0.982,0,
7,3,317,0.0,0.337,0,
2,3,317,0.0,0.038,0,
13,3,317,0.0,1.0,0,
5,3,317,0.0,0.241,0,
1,3,317,0.0,0.011,0,
30,4,318,0.0,0.982,0,
3,4,318,0.0,0.337,0,
1,4,318,0.0,0.038,0,
79,4,318,0.0,1.0,0,
1,4,318,0.0,0.011,0,
25,5,319,0.0,0.982,0,
11,5,319,0.0,0.337,0,
1,5,319,0.0,0.038,0,
80,5,319,0.0,1.0,0,
1,5,319,0.0,0.241,0,
1,5,319,0.0,0.011,0,
26,6,320,1.0,0.982,0,
6,6,320,1.0,0.337,0,
2,6,320,1.0,0.038,0,
81,6,320,1.0,1.0,0,
2,6,320,1.0,0.241,0,
12,7,321,1.0,0.982,0,
2,7,321,1.0,0.337,0,
1,7,321,1.0,0.038,0,
2,7,321,1.0,1.0,0,
2,7,321,1.0,0.241,0,
16,1,322,1.0,0.982,0,
4,1,322,1.0,0.337,0,
2,1,322,1.0,0.038,0,
4,1,322,1.0,1.0,0,
1,1,322,1.0,0.241,0,
35,2,323,1.0,0.982,0,
9,2,323,1.0,0.337,0,
3,2,323,1.0,0.038,0,
5,2,323,1.0,1.0,0,
4,2,323,1.0,0.241,0,
32,3,324,1.0,0.982,0,
10,3,324,1.0,0.337,0,
1,3,324,1.0,0.038,0,
6,3,324,1.0,1.0,0,
4,3,324,1.0,0.241,0,
42,4,325,1.0,0.982,0,
14,4,325,1.0,0.337,0,
1,4,325,1.0,0.038,0,
5,4,325,1.0,1.0,0,
9,4,325,1.0,0.241,0,
32,5,326,1.0,0.982,0,
12,5,326,1.0,0.337,0,
1,5,326,1.0,0.038,0,
9,5,326,1.0,1.0,0,
4,5,326,1.0,0.241,0,
16,6,327,0.0,0.982,0,
9,6,327,0.0,0.337,0,
4,6,327,0.0,0.038,0,
17,6,327,0.0,1.0,0,
5,6,327,0.0,0.241,0,
1,6,327,0.0,0.011,0,
16,7,328,1.0,0.982,0,
10,7,328,1.0,0.337,0,
5,7,328,1.0,0.038,0,
9,7,328,1.0,1.0,0,
6,7,328,1.0,0.241,0,
1,7,328,1.0,0.011,0,
12,1,329,0.0,0.982,0,
7,1,329,0.0,0.337,0,
2,1,329,0.0,0.038,0,
6,1,329,0.0,1.0,0,
2,1,329,0.0,0.241,0,
1,1,329,0.0,0.011,0,
26,2,330,0.0,0.982,0,
15,2,330,0.0,0.337,0,
1,2,330,0.0,0.038,0,
12,2,330,0.0,1.0,0,
2,2,330,0.0,0.241,0,
1,2,330,0.0,0.011,0,
35,3,331,0.0,0.982,0,
13,3,331,0.0,0.337,0,
3,3,331,0.0,0.038,0,
14,3,331,0.0,1.0,0,
6,3,331,0.0,0.241,0,
40,4,332,1.0,0.982,0,
20,4,332,1.0,0.337,0,
7,4,332,1.0,0.038,0,
10,4,332,1.0,1.0,0,
7,4,332,1.0,0.241,0,
40,5,333,0.0,0.982,0,
5,5,333,0.0,0.337,0,
4,5,333,0.0,0.038,0,
12,5,333,0.0,1.0,0,
8,5,333,0.0,0.241,0,
34,6,334,0.0,0.982,0,
8,6,334,0.0,0.337,0,
1,6,334,0.0,0.038,0,
2,6,334,0.0,1.0,0,
4,6,334,0.0,0.241,0,
16,7,335,0.0,0.982,0,
5,7,335,0.0,0.337,0,
1,7,335,0.0,0.038,0,
3,7,335,0.0,1.0,0,
5,7,335,0.0,0.241,0,
10,1,336,0.0,0.982,0,
3,1,336,0.0,0.337,0,
3,1,336,0.0,1.0,0,
6,1,336,0.0,0.241,0,
39,2,337,0.0,0.982,0,
18,2,337,0.0,0.337,0,
1,2,337,0.0,0.038,0,
4,2,337,0.0,1.0,0,
8,2,337,0.0,0.241,0,
2,2,337,0.0,0.002,0,
36,3,338,0.0,0.982,0,
6,3,338,0.0,0.337,0,
4,3,338,0.0,0.038,0,
2,3,338,0.0,1.0,0,
4,3,338,0.0,0.241,0,
34,4,339,1.0,0.982,0,
30,4,339,1.0,0.337,0,
1,4,339,1.0,0.038,0,
5,4,339,1.0,1.0,0,
3,4,339,1.0,0.241,0,
1,4,339,1.0,0.011,0,
32,5,340,0.0,0.982,1,Ri Rock Festival\
7,5,340,0.0,0.337,1,Ri Rock Festival\
1,5,340,0.0,0.038,1,Ri Rock Festival\
6,5,340,0.0,1.0,1,Ri Rock Festival\
3,5,340,0.0,0.241,1,Ri Rock Festival\
20,6,341,0.0,0.982,1,Ri Rock Festival\
4,6,341,0.0,0.337,1,Ri Rock Festival\
1,6,341,0.0,0.038,1,Ri Rock Festival\
1,6,341,0.0,1.0,1,Ri Rock Festival\
3,6,341,0.0,0.241,1,Ri Rock Festival\
22,7,342,1.0,0.982,1,Ri Rock Festival\
3,7,342,1.0,0.337,1,Ri Rock Festival\
1,7,342,1.0,0.038,1,Ri Rock Festival\
2,7,342,1.0,1.0,1,Ri Rock Festival\
3,7,342,1.0,0.241,1,Ri Rock Festival\
20,1,343,1.0,0.982,1,Ri Rock Festival\
4,1,343,1.0,0.337,1,Ri Rock Festival\
1,1,343,1.0,0.038,1,Ri Rock Festival\
4,1,343,1.0,1.0,1,Ri Rock Festival\
8,1,343,1.0,0.241,1,Ri Rock Festival\
39,2,344,1.0,0.982,1,Ri Rock Festival\
17,2,344,1.0,0.337,1,Ri Rock Festival\
1,2,344,1.0,0.038,1,Ri Rock Festival\
6,2,344,1.0,1.0,1,Ri Rock Festival\
10,2,344,1.0,0.241,1,Ri Rock Festival\
45,3,345,0.0,0.982,1,Ri Rock Festival\
11,3,345,0.0,0.337,1,Ri Rock Festival\
57,3,345,0.0,1.0,1,Ri Rock Festival\
3,3,345,0.0,0.241,1,Ri Rock Festival\
2,3,345,0.0,0.011,1,Ri Rock Festival\
1,3,345,0.0,0.002,1,Ri Rock Festival\
28,4,346,0.0,0.982,2,Ri Rock Festival\European Short Course Swimming Championships\
85,4,346,0.0,1.0,2,Ri Rock Festival\European Short Course Swimming Championships\
3,4,346,0.0,0.241,2,Ri Rock Festival\European Short Course Swimming Championships\
1,4,346,0.0,0.011,2,Ri Rock Festival\European Short Course Swimming Championships\
25,5,347,0.0,0.982,2,Ri Rock Festival\European Short Course Swimming Championships\
1,5,347,0.0,0.337,2,Ri Rock Festival\European Short Course Swimming Championships\
1,5,347,0.0,0.038,2,Ri Rock Festival\European Short Course Swimming Championships\
85,5,347,0.0,1.0,2,Ri Rock Festival\European Short Course Swimming Championships\
3,5,347,0.0,0.241,2,Ri Rock Festival\European Short Course Swimming Championships\
1,5,347,0.0,0.011,2,Ri Rock Festival\European Short Course Swimming Championships\
23,6,348,0.0,0.982,2,Ri Rock Festival\European Short Course Swimming Championships\
1,6,348,0.0,0.337,2,Ri Rock Festival\European Short Course Swimming Championships\
1,6,348,0.0,0.038,2,Ri Rock Festival\European Short Course Swimming Championships\
88,6,348,0.0,1.0,2,Ri Rock Festival\European Short Course Swimming Championships\
2,6,348,0.0,0.241,2,Ri Rock Festival\European Short Course Swimming Championships\
12,7,349,0.0,0.982,1,European Short Course Swimming Championships\
1,7,349,0.0,0.337,1,European Short Course Swimming Championships\
86,7,349,0.0,1.0,1,European Short Course Swimming Championships\
2,7,349,0.0,0.241,1,European Short Course Swimming Championships\
17,1,350,0.0,0.982,0,
2,1,350,0.0,0.337,0,
88,1,350,0.0,1.0,0,
3,1,350,0.0,0.241,0,
40,2,351,0.0,0.982,0,
15,2,351,0.0,0.337,0,
4,2,351,0.0,0.038,0,
5,2,351,0.0,1.0,0,
2,2,351,0.0,0.241,0,
54,3,352,0.0,0.982,0,
10,3,352,0.0,0.337,0,
2,3,352,0.0,0.038,0,
5,3,352,0.0,1.0,0,
1,3,352,0.0,0.241,0,
32,4,353,0.0,0.982,0,
12,4,353,0.0,0.337,0,
2,4,353,0.0,0.038,0,
2,4,353,0.0,1.0,0,
2,4,353,0.0,0.241,0,
29,5,354,0.0,0.982,0,
10,5,354,0.0,0.337,0,
3,5,354,0.0,0.038,0,
2,5,354,0.0,1.0,0,
1,5,354,0.0,0.241,0,
2,5,354,0.0,0.011,0,
12,6,355,1.0,0.982,0,
1,6,355,1.0,0.337,0,
6,6,355,1.0,1.0,0,
2,6,355,1.0,0.241,0,
4,7,356,1.0,0.982,0,
2,7,356,1.0,0.337,0,
1,7,356,1.0,0.038,0,
1,7,356,1.0,1.0,0,
3,7,356,1.0,0.241,0,
9,1,357,1.0,0.982,0,
2,1,357,1.0,0.337,0,
4,1,357,1.0,1.0,0,
1,1,357,1.0,0.241,0,
10,2,358,1.0,0.982,0,
6,2,358,1.0,0.337,0,
2,2,358,1.0,1.0,0,
2,2,358,1.0,0.241,0,
1,3,359,1.0,0.337,0,
2,3,359,1.0,0.038,0,
2,3,359,1.0,0.241,0,
1,4,360,0.0,0.038,1,Bozic\
1,4,360,0.0,1.0,1,Bozic\
1,4,360,0.0,0.241,1,Bozic\
1,5,361,0.5,0.337,1,Bozic\
2,5,361,0.5,0.038,1,Bozic\
3,5,361,0.5,0.241,1,Bozic\
1,6,362,0.5,0.337,0,
1,6,362,0.5,0.038,0,
1,6,362,0.5,1.0,0,
1,6,362,0.5,0.241,0,
1,7,363,0.5,0.337,0,
2,7,363,0.5,1.0,0,
1,7,363,0.5,0.241,0,
3,1,364,1.0,0.982,0,
2,1,364,1.0,0.337,0,
4,1,364,1.0,1.0,0,
2,1,364,1.0,0.241,0,
1,2,365,1.0,0.982,0,
3,2,365,1.0,0.337,0,
6,2,365,1.0,1.0,0,
4,2,365,1.0,0.241,0,
1,3,366,1.0,0.982,0,
2,3,366,1.0,0.337,0,
43,3,366,1.0,1.0,0,
8,3,366,1.0,0.241,0,
4,4,1,0.5,0.337,0,
72,4,1,0.5,1.0,0,
11,4,1,0.5,0.241,0,
2,4,1,0.5,0.011,0,
3,5,2,0.5,0.337,0,
43,5,2,0.5,1.0,0,
5,5,2,0.5,0.241,0,
1,5,2,0.5,0.011,0,
3,6,3,0.5,0.337,0,
1,6,3,0.5,0.038,0,
33,6,3,0.5,1.0,0,
7,6,3,0.5,0.241,0,
1,7,4,0.5,0.982,0,
1,7,4,0.5,0.337,0,
3,7,4,0.5,0.038,0,
4,7,4,0.5,1.0,0,
5,7,4,0.5,0.241,0,
3,1,5,1.0,0.982,0,
2,1,5,1.0,0.337,0,
2,1,5,1.0,0.038,0,
3,1,5,1.0,1.0,0,
1,1,5,1.0,0.241,0,
2,2,6,1.0,0.982,1,Bogojavljenje\
2,2,6,1.0,0.337,1,Bogojavljenje\
3,2,6,1.0,1.0,1,Bogojavljenje\
3,2,6,1.0,0.241,1,Bogojavljenje\
6,3,7,0.0,0.982,1,Bogojavljenje\
5,3,7,0.0,0.337,1,Bogojavljenje\
4,3,7,0.0,1.0,1,Bogojavljenje\
14,4,8,0.5,0.982,0,
3,4,8,0.5,0.337,0,
6,4,8,0.5,1.0,0,
1,4,8,0.5,0.241,0,
19,5,9,1.0,0.982,0,
7,5,9,1.0,0.337,0,
4,5,9,1.0,1.0,0,
2,5,9,1.0,0.241,0,
10,6,10,1.0,0.982,0,
2,6,10,1.0,0.337,0,
8,6,10,1.0,1.0,0,
2,6,10,1.0,0.241,0,
13,7,11,1.0,0.982,0,
3,7,11,1.0,0.337,0,
3,7,11,1.0,1.0,0,
3,7,11,1.0,0.241,0,
14,1,12,1.0,0.982,0,
3,1,12,1.0,0.337,0,
4,1,12,1.0,1.0,0,
3,1,12,1.0,0.241,0,
23,2,13,1.0,0.982,0,
6,2,13,1.0,0.337,0,
2,2,13,1.0,0.038,0,
7,2,13,1.0,1.0,0,
10,2,13,1.0,0.241,0,
24,3,14,0.0,0.982,0,
4,3,14,0.0,0.337,0,
1,3,14,0.0,0.038,0,
7,3,14,0.0,1.0,0,
8,3,14,0.0,0.241,0,
22,4,15,0.0,0.982,0,
11,4,15,0.0,0.337,0,
1,4,15,0.0,0.038,0,
5,4,15,0.0,1.0,0,
8,4,15,0.0,0.241,0,
1,4,15,0.0,0.011,0,
27,5,16,1.0,0.982,0,
7,5,16,1.0,0.337,0,
10,5,16,1.0,1.0,0,
4,5,16,1.0,0.241,0,
12,6,17,1.0,0.982,1,Rijecki karneval\
2,6,17,1.0,0.337,1,Rijecki karneval\
18,6,17,1.0,1.0,1,Rijecki karneval\
5,6,17,1.0,0.241,1,Rijecki karneval\
9,7,18,0.0,0.982,1,Rijecki karneval\
2,7,18,0.0,0.337,1,Rijecki karneval\
1,7,18,0.0,0.038,1,Rijecki karneval\
4,7,18,0.0,1.0,1,Rijecki karneval\
2,7,18,0.0,0.241,1,Rijecki karneval\
17,1,19,0.0,0.982,1,Rijecki karneval\
2,1,19,0.0,0.337,1,Rijecki karneval\
3,1,19,0.0,0.038,1,Rijecki karneval\
8,1,19,0.0,1.0,1,Rijecki karneval\
3,1,19,0.0,0.241,1,Rijecki karneval\
46,2,20,0.0,0.982,1,Rijecki karneval\
11,2,20,0.0,0.337,1,Rijecki karneval\
2,2,20,0.0,1.0,1,Rijecki karneval\
4,2,20,0.0,0.241,1,Rijecki karneval\
61,3,21,0.0,0.982,1,Rijecki karneval\
11,3,21,0.0,0.337,1,Rijecki karneval\
2,3,21,0.0,1.0,1,Rijecki karneval\
6,3,21,0.0,0.241,1,Rijecki karneval\
50,4,22,0.0,0.982,1,Rijecki karneval\
8,4,22,0.0,0.337,1,Rijecki karneval\
4,4,22,0.0,1.0,1,Rijecki karneval\
6,4,22,0.0,0.241,1,Rijecki karneval\
39,5,23,1.0,0.982,1,Rijecki karneval\
7,5,23,1.0,0.337,1,Rijecki karneval\
2,5,23,1.0,1.0,1,Rijecki karneval\
10,5,23,1.0,0.241,1,Rijecki karneval\
16,6,24,0.0,0.982,1,Rijecki karneval\
3,6,24,0.0,0.337,1,Rijecki karneval\
5,6,24,0.0,1.0,1,Rijecki karneval\
12,6,24,0.0,0.241,1,Rijecki karneval\
40,7,25,0.0,0.982,1,Rijecki karneval\
1,7,25,0.0,0.337,1,Rijecki karneval\
7,7,25,0.0,1.0,1,Rijecki karneval\
15,7,25,0.0,0.241,1,Rijecki karneval\
23,1,26,1.0,0.982,1,Rijecki karneval\
1,1,26,1.0,0.337,1,Rijecki karneval\
4,1,26,1.0,1.0,1,Rijecki karneval\
2,1,26,1.0,0.241,1,Rijecki karneval\
53,2,27,0.0,0.982,1,Rijecki karneval\
3,2,27,0.0,0.337,1,Rijecki karneval\
7,2,27,0.0,1.0,1,Rijecki karneval\
3,2,27,0.0,0.241,1,Rijecki karneval\
34,3,28,0.0,0.982,1,Rijecki karneval\
12,3,28,0.0,0.337,1,Rijecki karneval\
9,3,28,0.0,1.0,1,Rijecki karneval\
4,3,28,0.0,0.241,1,Rijecki karneval\
25,4,29,0.0,0.982,1,Rijecki karneval\
11,4,29,0.0,0.337,1,Rijecki karneval\
8,4,29,0.0,1.0,1,Rijecki karneval\
4,4,29,0.0,0.241,1,Rijecki karneval\
30,5,30,1.0,0.982,1,Rijecki karneval\
5,5,30,1.0,0.337,1,Rijecki karneval\
9,5,30,1.0,1.0,1,Rijecki karneval\
3,5,30,1.0,0.241,1,Rijecki karneval\
10,6,31,1.0,0.982,1,Rijecki karneval\
8,6,31,1.0,0.337,1,Rijecki karneval\
7,6,31,1.0,1.0,1,Rijecki karneval\
1,6,31,1.0,0.241,1,Rijecki karneval\
10,7,32,0.5,0.982,1,Rijecki karneval\
2,7,32,0.5,0.337,1,Rijecki karneval\
11,7,32,0.5,1.0,1,Rijecki karneval\
3,7,32,0.5,0.241,1,Rijecki karneval\
1,1,33,0.5,0.982,1,Rijecki karneval\
4,1,33,0.5,0.337,1,Rijecki karneval\
10,1,33,0.5,1.0,1,Rijecki karneval\
2,1,33,0.5,0.241,1,Rijecki karneval\
39,2,34,0.0,0.982,1,Rijecki karneval\
4,2,34,0.0,0.337,1,Rijecki karneval\
10,2,34,0.0,1.0,1,Rijecki karneval\
2,2,34,0.0,0.241,1,Rijecki karneval\
1,2,34,0.0,0.011,1,Rijecki karneval\
31,3,35,0.0,0.982,1,Rijecki karneval\
12,3,35,0.0,0.337,1,Rijecki karneval\
22,3,35,0.0,1.0,1,Rijecki karneval\
9,3,35,0.0,0.241,1,Rijecki karneval\
35,4,36,0.0,0.982,1,Rijecki karneval\
8,4,36,0.0,0.337,1,Rijecki karneval\
9,4,36,0.0,1.0,1,Rijecki karneval\
1,4,36,0.0,0.241,1,Rijecki karneval\
28,5,37,0.0,0.982,1,Rijecki karneval\
10,5,37,0.0,0.337,1,Rijecki karneval\
3,5,37,0.0,0.038,1,Rijecki karneval\
8,5,37,0.0,1.0,1,Rijecki karneval\
2,5,37,0.0,0.241,1,Rijecki karneval\
10,6,38,0.0,0.982,1,Rijecki karneval\
4,6,38,0.0,0.337,1,Rijecki karneval\
6,6,38,0.0,1.0,1,Rijecki karneval\
3,6,38,0.0,0.241,1,Rijecki karneval\
6,7,39,0.0,0.982,1,Rijecki karneval\
8,7,39,0.0,0.337,1,Rijecki karneval\
1,7,39,0.0,0.038,1,Rijecki karneval\
5,7,39,0.0,1.0,1,Rijecki karneval\
8,7,39,0.0,0.241,1,Rijecki karneval\
4,1,40,1.0,0.982,1,Rijecki karneval\
2,1,40,1.0,0.337,1,Rijecki karneval\
2,1,40,1.0,1.0,1,Rijecki karneval\
2,1,40,1.0,0.241,1,Rijecki karneval\
30,2,41,0.0,0.982,1,Rijecki karneval\
4,2,41,0.0,0.337,1,Rijecki karneval\
1,2,41,0.0,0.038,1,Rijecki karneval\
6,2,41,0.0,1.0,1,Rijecki karneval\
4,2,41,0.0,0.241,1,Rijecki karneval\
40,3,42,0.0,0.982,1,Rijecki karneval\
